car_id,car_name,brand,model,variant,price_ex_showroom_lakh,price_on_road_lakh,min_price_lakh,max_price_lakh,battery_capacity_kwh,claimed_range_km,real_world_range_km,charging_time_ac_hours,charging_time_dc_minutes,fast_charging_available,motor_power_kw,torque_nm,top_speed_kmph,acceleration_0_100_sec,body_type,segment,seating_capacity,boot_space_litres,ground_clearance_mm,safety_rating,airbags,transmission,drive_type,warranty_years,battery_warranty_years,battery_warranty_km,home_charging_supported,pros,cons,source_url,last_updated,status,price_text,range_text,battery_text,charging_text,useful_features,variants_count,image_url,image_source_url,data_source,data_collected_date,notes,sales_latest_month,sales_previous_month,sales_3_months_ago,sales_data_month,sales_source,price_score,range_score,battery_score,charging_score,safety_score,performance_score,family_score,city_size_score,city_score,highway_score,value_for_money_score,sales_volume_score,sales_momentum_score,rating_count_score,availability_score,variant_depth_score,popularity_score
hyundai_creta_electric,Hyundai Creta Electric,Hyundai,Creta Electric,Model range,14.53,14.53,14.53,24.7,51.4,510.0,420.0,4.83,45.0,True,105.0,257.0,132.0,11.6,SUV,Compact SUV,5.0,380.0,190.0,3.0,2.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,,https://www.carwale.com/hyundai-cars/creta-electric/,2026-07-13,On sale / listed by CarWale,Rs. 14.53 - 24.70 Lakh,420 to 510 km,42 to 51.4 kWh,"Charging Time (AC Fast Charger) 10-100 % : 4 hrs 50 / Charging Time (AC Fast Charger) 10-100 % : 4 hrs, 11",ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,24.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/167017/creta-electric-exterior-right-front-three-quarter-15.png?isig=0&q=80,https://www.carwale.com/hyundai-cars/creta-electric/,CarWale listing and model page,2026-07-11,,295.0,519.0,600.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9848945430197522,0.363901018922853,0.32504780114722753,0.9952173913043478,0.6,0.20021350931677012,0.6125,0.62,0.5731697643364972,0.507932101268455,0.7481040555087253,0.7590995385477473,0.018400770712909353,0.5,1.0,1.0,0.6867123391914246
mahindra_xuv400,Mahindra XUV400,Mahindra,XUV400,Model range,15.49,15.49,15.49,17.69,39.4,456.0,375.0,6.5,52.0,True,105.0,257.0,132.0,11.6,SUV,Compact SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Hill Hold Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps; Airbags,,https://www.carwale.com/mahindra-cars/xuv400/,2026-07-13,On sale / listed by CarWale,Rs. 15.49 - 17.69 Lakh,375 to 456 km,34.5 to 39.4 kWh,"Charging Time (AC Fast Charger) 0-100 % : 6 hrs 30 / Charging Time (DC Fast Charger) 0-80 % : 50 mins, 50",ADAS; Hill Hold Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps; Airbags,5.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/45278/xuv400-exterior-right-front-three-quarter-8.png?isig=0&q=80,https://www.carwale.com/mahindra-cars/xuv400/,CarWale listing and model page,2026-07-11,,129.0,66.0,117.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9836089722129226,0.29839883551673946,0.21032504780114725,0.9191304347826086,1.0,0.20021350931677012,0.7725,0.62,0.5272412453234209,0.452566618071189,0.7935507432535882,0.5737252201636938,1.0,0.5,1.0,0.17391304347826086,0.6474762471538122
mg_zs_ev,MG ZS EV,MG,ZS EV,Model range,15.5,15.5,15.5,18.14,50.3,461.0,461.0,6.99,120.0,False,105.0,257.0,132.0,11.6,SUV,Compact SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats; Panoramic Sunroof,,https://www.carwale.com/mg-cars/zs-ev/,2026-07-13,On sale / listed by CarWale,Rs. 15.50 - 18.14 Lakh,461 km,50.3 kWh,,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats; Panoramic Sunroof,7.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/110437/zs-ev-exterior-right-front-three-quarter-70.png?isig=0&q=80,https://www.carwale.com/mg-cars/zs-ev/,CarWale listing and model page,2026-07-11,,1562.0,717.0,411.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9835955808503515,0.42358078602620086,0.31453154875717015,0.0,1.0,0.20021350931677012,0.7725,0.62,0.5643056167069664,0.26030471059697846,0.706210383870385,0.8382572631595369,1.0,0.5,1.0,0.2608695652173913,0.7815085881247966
tata_curvv_ev,Tata Curvv EV,Tata,Curvv EV,Model range,16.99,16.99,16.99,19.49,55.0,502.0,502.0,7.9,45.0,True,105.0,257.0,132.0,11.6,SUV,Compact SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats; Panoramic Sunroof; Voice Command,,https://www.carwale.com/tata-cars/curvv-ev/,2026-07-13,On sale / listed by CarWale,Rs. 16.99 - 19.49 Lakh,502 km,55 kWh,"Charging Time (AC Fast Charger) 10-100 % : 7 hrs 54 / Charging Time (DC Fast Charger) 10-80 % : 40 mins, 70",ADAS; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats; Panoramic Sunroof; Voice Command,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/115617/curvv-ev-exterior-right-front-three-quarter-8.png?isig=0&q=80,https://www.carwale.com/tata-cars/curvv-ev/,CarWale listing and model page,2026-07-11,,1288.0,882.0,1201.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9816002678272514,0.48326055312954874,0.35946462715105165,0.9952173913043478,1.0,0.20021350931677012,0.7725,0.62,0.5726590999314303,0.5699990590559367,0.8213511804348366,0.8660491700044519,0.9103174603174602,0.5,1.0,0.08695652173913043,0.785102327031721
vinfast_vf_6,VinFast VF 6,VinFast,VF 6,Model range,17.29,17.29,17.29,19.19,59.6,468.0,463.0,8.28,45.0,True,105.0,257.0,132.0,11.6,SUV,Compact SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Panoramic Sunroof; Cruise Control; Automatic Headlamps,,https://www.carwale.com/vinfast-cars/vf-6/,2026-07-13,On sale / listed by CarWale,Rs. 17.29 - 19.19 Lakh,463 to 468 km,59.6 kWh,"Charging Time (DC Fast Charger) 10-70 % : 25 mins, 100",ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Panoramic Sunroof; Cruise Control; Automatic Headlamps,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/171545/vf-6-exterior-right-front-three-quarter-32.png?isig=0&q=80,https://www.carwale.com/vinfast-cars/vf-6/,CarWale listing and model page,2026-07-11,,532.0,401.0,,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9811985269501172,0.4264919941775837,0.40344168260038243,0.9952173913043478,1.0,0.20021350931677012,0.7725,0.62,0.5475559445186282,0.540479408400915,0.81492585555541,0.7578315626741791,0.7766832917705735,0.5,1.0,0.08695652173913043,0.7120220320088216
kia_carens_clavis_ev,Kia Carens Clavis EV,Kia,Carens Clavis EV,Model range,18.0,18.0,18.0,25.0,51.4,490.0,404.0,4.75,45.0,True,105.0,257.0,132.0,11.6,MUV/MPV,Family MPV,6.0,450.0,180.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,,https://www.carwale.com/kia-cars/carens-clavis-ev/,2026-07-13,On sale / listed by CarWale,Rs. 18.00 - 25.00 Lakh,404 to 490 km,42 to 51.4 kWh,"Charging Time (AC Fast Charger) 10-100 % : 4 hrs 45 / Charging Time (AC Fast Charger) 10-100 % : 4 hrs, 11",ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,17.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/174553/carens-clavis-ev-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/kia-cars/carens-clavis-ev/,CarWale listing and model page,2026-07-11,,569.0,279.0,81.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9802477402075661,0.3406113537117904,0.32504780114722753,0.9952173913043478,0.6,0.20021350931677012,0.77,0.58,0.5481203098872809,0.49582147535870247,0.7607761310700247,0.7074509556437988,1.0,0.5,1.0,0.6956521739130435,0.7548198065762217
tata_sierra_ev,Tata Sierra EV,Tata,Sierra EV,Model range,18.79,18.79,18.79,26.49,75.0,665.0,535.0,10.5,36.0,True,110.0,270.0,134.0,11.4,Compact SUV,Compact SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,,https://www.carwale.com/tata-cars/sierra-ev/,2026-07-13,On sale / listed by CarWale,Rs. 18.79 - 26.49 Lakh,535 to 665 km,63 to 75 kWh,Charging Time (AC Fast Charger) 10-100 % : 10 hrs 30 / Charging Time (AC Fast Charger) 10-100 % : 8 hrs 54,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,17.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/139467/sierra-ev-exterior-right-front-three-quarter-16.webp?isig=0&q=80,https://www.carwale.com/tata-cars/sierra-ev/,CarWale listing and model page,2026-07-11,,,,,,,0.979189822564446,0.5312954876273653,0.5506692160611855,1.0,1.0,0.2142274844720496,0.7725,0.78,0.6256586548293575,0.5991191504606399,0.8276179470849363,0.0,0.44999999999999996,0.5,1.0,0.6956521739130435,0.32896632756323585
mahindra_be_6,Mahindra BE 6,Mahindra,BE 6,Model range,18.9,18.9,18.9,28.49,79.0,683.0,557.0,6.0,36.0,True,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,,https://www.carwale.com/mahindra-cars/be-6/,2026-07-13,On sale / listed by CarWale,Rs. 18.90 - 28.49 Lakh,557 to 683 km,59 to 79 kWh,Charging Time (AC Fast Charger) 0-100 % : 6 hrs / Charging Time (AC Fast Charger) 0-100 % : 8 hrs,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,19.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/131825/be-6-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/mahindra-cars/be-6/,CarWale listing and model page,2026-07-11,,902.0,1170.0,1495.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9790425175761633,0.5633187772925764,0.5889101338432123,1.0,1.0,0.24225543478260864,0.7725,0.62,0.6268502772865615,0.6213768511486615,0.8341572962375439,0.873010191752283,0.22094017094017093,0.5,1.0,0.782608695652174,0.7631856914246867
mahindra_xev_9s,Mahindra XEV 9S,Mahindra,XEV 9S,Model range,20.65,20.65,20.65,30.7,79.0,679.0,530.0,8.0,36.0,True,120.0,294.0,137.0,11.0,SUV,SUV,7.0,300.0,190.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Traction Control; TPMS; Wireless Charger; Ventilated Seats; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/mahindra-cars/xev-9s/,2026-07-13,On sale / listed by CarWale,Rs. 20.65 - 30.70 Lakh,521 to 679 km,59 to 79 kWh,Charging Time (AC Fast Charger) 0-100 % : 8 hrs / Charging Time (AC Fast Charger) 0-100 % : 6 hrs,ADAS; Blind Spot Detection; High-beam Assist; Traction Control; TPMS; Wireless Charger; Ventilated Seats; Panoramic Sunroof,12.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/212003/xev9s-exterior-right-front-three-quarter-11.png?isig=0&q=80,https://www.carwale.com/mahindra-cars/xev-9s/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,3502.0,3242.0,3254.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9766990291262136,0.5240174672489083,0.5889101338432123,1.0,0.6,0.24225543478260864,0.6525,0.62,0.5855466094048866,0.600940169925954,0.771579582330263,1.0,0.5301974090067858,0.5,1.0,0.4782608695652174,0.8344741085256632
tata_harrier_ev,Tata Harrier EV,Tata,Harrier EV,Model range,21.69,21.69,21.69,30.43,75.0,627.0,538.0,9.3,36.0,True,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; 360 Degree Camera; Hill Hold Control; Traction Control; TPMS; Wireless Charger,,https://www.carwale.com/tata-cars/harrier-ev/,2026-07-13,On sale / listed by CarWale,Rs. 21.69 - 30.43 Lakh,538 to 627 km,65 to 75 kWh,Charging Time (AC Fast Charger) 10-100 % : 9 hrs 18 / Charging Time (AC Fast Charger) 10-100 % : 10 hrs 42,ADAS; Blind Spot Detection; High-beam Assist; 360 Degree Camera; Hill Hold Control; Traction Control; TPMS; Wireless Charger,18.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/139585/harrier-ev-exterior-right-front-three-quarter-58.png?isig=0&q=80,https://www.carwale.com/tata-cars/harrier-ev/,CarWale listing and model page,2026-07-11,,1833.0,1690.0,1597.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9753063274188148,0.5356622998544396,0.5506692160611855,1.0,1.0,0.24225543478260864,0.7725,0.62,0.5717159647286683,0.6069954828808304,0.829433798148542,0.9175346325662253,0.5346153846153845,0.5,1.0,0.7391304347826086,0.819934345648717
vinfast_vf_7,VinFast VF 7,VinFast,VF 7,Model range,21.89,21.89,21.89,26.79,70.0,532.0,438.0,9.72,36.0,True,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,,https://www.carwale.com/vinfast-cars/vf-7/,2026-07-13,On sale / listed by CarWale,Rs. 21.89 - 26.79 Lakh,438 to 532 km,59.6 to 70 kWh,"Charging Time (DC Fast Charger) 10-70 % : 24 mins, 100 / Charging Time (DC Fast Charger) 10-70 % : 28 mins, 110",ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,5.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/171787/vf-7-exterior-right-front-three-quarter-13.png?isig=0&q=80,https://www.carwale.com/vinfast-cars/vf-7/,CarWale listing and model page,2026-07-11,,673.0,537.0,,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.975038500167392,0.3901018922852984,0.5028680688336521,1.0,1.0,0.24225543478260864,0.7725,0.62,0.5149846981125266,0.5313040709448769,0.8133016310527963,0.789819498665382,0.7032588454376163,0.5,1.0,0.17391304347826086,0.726606439963109
mahindra_xev_9e,Mahindra XEV 9e,Mahindra,XEV 9e,Model range,21.9,21.9,21.9,31.25,79.0,656.0,542.0,8.0,36.0,True,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,5.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats,,https://www.carwale.com/mahindra-cars/xev-9e/,2026-07-13,On sale / listed by CarWale,Rs. 21.90 - 31.25 Lakh,542 to 656 km,59 to 79 kWh,Charging Time (AC Fast Charger) 0-100 % : 8 hrs / Charging Time (AC Fast Charger) 0-100 % : 6 hrs,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats,17.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/130595/xev-9e-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/mahindra-cars/xev-9e/,CarWale listing and model page,2026-07-11,,1939.0,1611.0,1759.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9750251088048209,0.5414847161572053,0.5889101338432123,1.0,1.0,0.24225543478260864,0.7725,0.62,0.5916601465227905,0.6100231393582685,0.8299477155655489,0.9220007290943241,0.6536002482929857,0.5,1.0,0.6956521739130435,0.833118308705116
toyota_urban_cruiser_ebella,Toyota Urban Cruiser Ebella,Toyota,Urban Cruiser Ebella,Model range,23.6,23.6,23.6,23.8,61.0,543.0,543.0,8.47,45.0,True,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Voice Command; Cruise Control,,https://www.carwale.com/toyota-cars/urban-cruiser-ebella/,2026-07-13,On sale / listed by CarWale,Rs. 23.60 - 23.80 Lakh,543 km,61 kWh,Charging Time (DC Fast Charger) 10-80 % : 45 mins / 10-80 % : 45 mins,ADAS; Adaptive Cruise Control; High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/191295/urban-cruiser-ebella-exterior-right-front-three-quarter-14.png?isig=0&q=80,https://www.carwale.com/toyota-cars/urban-cruiser-ebella/,CarWale listing and model page,2026-07-11,,45.0,0.0,,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9727485771677268,0.5429403202328966,0.4168260038240918,0.9952173913043478,0.6,0.24225543478260864,0.6125,0.62,0.5856957787481805,0.6094409230428455,0.7669573058206609,0.47198256170235525,0.5700000000000001,0.5,1.0,0.043478260869565216,0.5293440696532692
mahindra_be_6_fe,Mahindra BE 6 FE,Mahindra,BE 6 FE,Model range,23.69,23.69,23.69,24.49,79.0,653.0,653.0,10.97,120.0,False,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,TPMS; Wireless Charger; Cruise Control; Automatic Headlamps; Airbags,,https://www.carwale.com/mahindra-cars/be-6-fe/,2026-07-13,On sale / listed by CarWale,Rs. 23.69 - 24.49 Lakh,653 km,79 kWh,,TPMS; Wireless Charger; Cruise Control; Automatic Headlamps; Airbags,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/216225/fe-exterior-right-front-three-quarter.png?isig=0&q=80,https://www.carwale.com/mahindra-cars/be-6-fe/,CarWale listing and model page,2026-07-11,,,,,,,0.9726280549045866,0.7030567685589519,0.5889101338432123,0.0,0.6,0.24225543478260864,0.6125,0.62,0.6073012739543109,0.41404060660717673,0.6750419670746357,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.2584832969185215
vinfast_vf_mpv_7,VinFast VF MPV 7,VinFast,VF MPV 7,Model range,24.49,24.49,24.49,24.49,60.13,517.0,517.0,8.35,45.0,True,120.0,294.0,137.0,11.0,MUV/MPV,Family MPV,7.0,300.0,180.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Cruise Control; Automatic Headlamps; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/vinfast-cars/vf-mpv-7/,2026-07-13,On sale / listed by CarWale,Rs. 24.49 Lakh,517 km,60.13 kWh,Charging Time (AC Fast Charger) 10-70 % : 30 mins,Hill Hold Control; Traction Control; TPMS; Cruise Control; Automatic Headlamps; Airbags,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/213681/vf-mpv-7-exterior-right-front-three-quarter-32.png?isig=0&q=80,https://www.carwale.com/vinfast-cars/vf-mpv-7/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,128.0,93.0,,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9715567458988952,0.50509461426492,0.40850860420650104,0.9952173913043478,0.6,0.24225543478260864,0.6525,0.58,0.5561026742213722,0.5897611559394975,0.7666579540932092,0.5811297460193718,0.8263440860215054,0.5,1.0,0.0,0.613347712743839
byd_atto_3,BYD Atto 3,BYD,Atto 3,Model range,24.99,24.99,24.99,34.49,60.48,521.0,468.0,8.4,45.0,True,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats,,https://www.carwale.com/byd-cars/atto-3/,2026-07-13,On sale / listed by CarWale,Rs. 24.99 - 34.49 Lakh,468 to 521 km,49.92 to 60.48 kWh,0-80 per cent in just 50 min,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/130183/atto-3-exterior-right-front-three-quarter-105.png?isig=0&q=80,https://www.carwale.com/byd-cars/atto-3/,CarWale listing and model page,2026-07-11,,,,,,,0.9708871777703382,0.43377001455604075,0.4118546845124283,0.9952173913043478,0.6,0.24225543478260864,0.6125,0.62,0.5484503590891047,0.5526723640908804,0.754110942467382,0.0,0.44999999999999996,0.5,1.0,0.08695652173913043,0.2714498348352163
byd_emax_7,BYD eMax 7,BYD,eMax 7,Model range,26.9,26.9,26.9,29.9,71.8,530.0,420.0,9.97,36.0,True,145.0,355.0,146.0,10.0,MUV/MPV,Family MPV,6.0,450.0,180.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,,https://www.carwale.com/byd-cars/emax-7/,2026-07-13,On sale / listed by CarWale,Rs. 26.90 - 29.90 Lakh,420 to 530 km,55.4 to 71.8 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,6.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/185983/emax-7-exterior-right-front-three-quarter-5.png?isig=0&q=80,https://www.carwale.com/byd-cars/emax-7/,CarWale listing and model page,2026-07-11,,,,,,,0.9683294275192501,0.363901018922853,0.5200764818355641,1.0,0.6,0.3123253105590062,0.77,0.58,0.4843708662648718,0.5316935919516849,0.7708331386266671,0.0,0.44999999999999996,0.5,1.0,0.21739130434782608,0.28389128098302613
volvo_ex30,Volvo EX30,Volvo,EX30,Model range,41.0,41.0,41.0,41.0,69.0,480.0,480.0,9.58,45.0,True,145.0,355.0,146.0,10.0,SUV,Premium SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; Hill Hold Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/volvo-cars/ex30/,2026-07-13,On sale / listed by CarWale,Rs. 41.00 Lakh,480 km,69 kWh,"Charging Time (DC Fast Charger) 10-80 % : 28 mins, 175 / 10-80 % : 28 mins",ADAS; Adaptive Cruise Control; Hill Hold Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/173187/ex30-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/volvo-cars/ex30/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9494476062939404,0.4512372634643377,0.4933078393881454,0.9952173913043478,0.6,0.3123253105590062,0.6125,0.62,0.5383104526808378,0.5757693086784743,0.7540922190183192,0.0,0.44999999999999996,0.5,1.0,0.0,0.2644910662821983
byd_seal,BYD Seal,BYD,Seal,Model range,41.5,41.5,41.5,53.65,82.56,650.0,510.0,11.47,120.0,False,180.0,441.0,158.0,8.5,Sedan,Premium Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/byd-cars/seal/,2026-07-13,On sale / listed by CarWale,Rs. 41.50 - 53.65 Lakh,510 to 650 km,61.44 to 82.56 kWh,10-80 per cent in just 37 min,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/139619/seal-exterior-right-front-three-quarter-10.png?isig=0&q=80,https://www.carwale.com/byd-cars/seal/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9487780381653833,0.4949053857350801,0.6229445506692161,0.0,1.0,0.4144409937888198,0.8225,0.64,0.536561237624358,0.3402389993400056,0.7274532189220515,0.0,0.44999999999999996,0.5,1.0,0.08695652173913043,0.26825090800977663
byd_sealion_7,BYD Sealion 7,BYD,Sealion 7,Model range,49.4,49.4,49.4,55.9,82.56,567.0,542.0,11.47,36.0,True,145.0,355.0,146.0,10.0,SUV,Premium SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Ventilated Seats; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/byd-cars/sealion-7/,2026-07-13,On sale / listed by CarWale,Rs. 49.40 - 55.90 Lakh,542 to 567 km,82.56 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Ventilated Seats; Panoramic Sunroof,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/195195/sealion-7-exterior-right-front-three-quarter-28.png?isig=0&q=80,https://www.carwale.com/byd-cars/sealion-7/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9381988617341814,0.5414847161572053,0.6229445506692161,1.0,0.6,0.3123253105590062,0.6125,0.62,0.5438640032721018,0.624037114513548,0.7594835907191649,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.26861629175586504
